gene_id	pfam_domain_count	top_pfam_name	top_pfam_accession	top_pfam_ievalue	top_pfam_description	pfam_domains	pfam_accessions	pfam_descriptions	pfam_proteins
MSTRG.1988	3	Guanylate_cyc	PF00211.26	1.7e-64	Adenylate and Guanylate cyclase catalytic domain	Guanylate_cyc;PK_Tyr_Ser-Thr;Pkinase	PF00211.26;PF07714.24;PF00069.32	Adenylate and Guanylate cyclase catalytic domain;Protein tyrosine and serine/threonine kinase;Protein kinase domain	MSTRG.1988.1.p1
MSTRG.19882	4	Guanylate_cyc	PF00211.26	1.3e-34	Adenylate and Guanylate cyclase catalytic domain	Guanylate_cyc;PK_Tyr_Ser-Thr;Pkinase	PF00211.26;PF07714.24;PF00069.32	Adenylate and Guanylate cyclase catalytic domain;Protein tyrosine and serine/threonine kinase;Protein kinase domain	MSTRG.19882.1.p1
MSTRG.19884	3	RQC	PF09382.18	5.4e-26	RQC domain	RQC;RecQ_Zn_bind;Helicase_C	PF09382.18;PF16124.11;PF00271.38	RQC domain;RecQ zinc-binding;Helicase conserved C-terminal domain	MSTRG.19884.1.p1
MSTRG.19887	6	DDE_1	PF03184.26	1.8e-40	DDE superfamily endonuclease	DDE_1;HTH_Tnp_Tc5;CENP-B_N	PF03184.26;PF03221.23;PF04218.20	DDE superfamily endonuclease;Tc5 transposase DNA-binding domain;CENP-B N-terminal DNA-binding domain	MSTRG.19887.1.p1;MSTRG.19887.2.p1
MSTRG.19895	2	TIR_2	PF13676.12	1.9e-11	TIR domain	TIR_2	PF13676.12	TIR domain	MSTRG.19895.1.p1;MSTRG.19895.2.p1
MSTRG.19900	1	Beach	PF02138.24	1.4e-30	Beige/BEACH domain	Beach	PF02138.24	Beige/BEACH domain	MSTRG.19900.1.p1
MSTRG.19902	1	MULE	PF10551.16	2.8e-11	MULE transposase domain	MULE	PF10551.16	MULE transposase domain	MSTRG.19902.1.p1
MSTRG.19906	2	AMPK1_CBM	PF16561.12	1.7e-25	Glycogen recognition site of AMP-activated protein kinase	AMPK1_CBM	PF16561.12	Glycogen recognition site of AMP-activated protein kinase	MSTRG.19906.1.p1;MSTRG.19906.2.p1
MSTRG.19907	1	Tyrosinase	PF00264.26	5.2e-12	Common central domain of tyrosinase	Tyrosinase	PF00264.26	Common central domain of tyrosinase	MSTRG.19907.1.p1
MSTRG.19908	4	Tyrosinase	PF00264.26	4.7e-38	Common central domain of tyrosinase	Tyrosinase;Haemocyan_bet_s	PF00264.26;PF14830.13	Common central domain of tyrosinase;Haemocyanin beta-sandwich	MSTRG.19908.1.p1
MSTRG.19909	8	efThoc1	PF11957.14	3e-119	THO complex subunit 1 transcription elongation factor	efThoc1;Death	PF11957.14;PF00531.29	THO complex subunit 1 transcription elongation factor;Death domain	MSTRG.19909.1.p1;MSTRG.19909.3.p1;MSTRG.19909.2.p1;MSTRG.19909.3.p2
MSTRG.19912	26	Tyrosinase	PF00264.26	1.4e-37	Common central domain of tyrosinase	Tyrosinase;Haemocyan_bet_s	PF00264.26;PF14830.13	Common central domain of tyrosinase;Haemocyanin beta-sandwich	MSTRG.19912.2.p1;MSTRG.19912.1.p1
MSTRG.19913	5	CCCAP	PF15964.11	5.8e-08	Centrosomal colon cancer autoantigen protein family	CCCAP	PF15964.11	Centrosomal colon cancer autoantigen protein family	MSTRG.19913.1.p1;MSTRG.19913.2.p1;MSTRG.19913.4.p1;MSTRG.19913.3.p1;MSTRG.19913.5.p1
MSTRG.19914	1	CEP89	PF28159.1	2.3e-20	Centrosomal protein of 89 kDa	CEP89	PF28159.1	Centrosomal protein of 89 kDa	MSTRG.19914.1.p1
MSTRG.19917	1	POLR1D	PF28113.1	3.5e-22	POLR1D	POLR1D	PF28113.1	POLR1D	MSTRG.19917.1.p1
MSTRG.1992	2	7tm_1	PF00001.27	4.9e-21	7 transmembrane receptor (rhodopsin family)	7tm_1;7TM_GPCR_Srw	PF00001.27;PF10324.16	7 transmembrane receptor (rhodopsin family);Serpentine type 7TM GPCR chemoreceptor Srw	MSTRG.1992.1.p1
MSTRG.19924	1	EF-hand_7	PF13499.13	9.9e-14	EF-hand domain pair	EF-hand_7	PF13499.13	EF-hand domain pair	MSTRG.19924.1.p1
MSTRG.19926	1	UQ_con	PF00179.32	3e-22	Ubiquitin-conjugating enzyme	UQ_con	PF00179.32	Ubiquitin-conjugating enzyme	MSTRG.19926.1.p1
MSTRG.19934	22	RVT_1	PF00078.33	7.5e-32	Reverse transcriptase (RNA-dependent DNA polymerase)	RVT_1;DUF6451;zf-H2C2_2	PF00078.33;PF20049.5;PF13465.13	Reverse transcriptase (RNA-dependent DNA polymerase);Domain of unknown function (DUF6451);Zinc-finger double domain	MSTRG.19934.1.p1;MSTRG.19934.2.p1;MSTRG.19934.1.p2;MSTRG.19934.2.p2
MSTRG.19936	4	HECT	PF00632.31	2.1e-98	HECT-domain (ubiquitin-transferase)	HECT;AZUL	PF00632.31;PF16558.11	HECT-domain (ubiquitin-transferase);Amino-terminal Zinc-binding domain of ubiquitin ligase E3A	MSTRG.19936.1.p1;MSTRG.19936.2.p1
MSTRG.19937	4	zf-H2C2_2	PF13465.13	1.3e-08	Zinc-finger double domain	zf-H2C2_2	PF13465.13	Zinc-finger double domain	MSTRG.19937.1.p1
MSTRG.19938	25	FAM200-GTF2IRD2-like	PF27046.1	2.7e-29	FAM200/GTF2IRD2 RNase-like helical	FAM200-GTF2IRD2-like;zf-H2C2_2	PF27046.1;PF13465.13	FAM200/GTF2IRD2 RNase-like helical;Zinc-finger double domain	MSTRG.19938.1.p2;MSTRG.19938.2.p2;MSTRG.19938.3.p2;MSTRG.19938.3.p1;MSTRG.19938.2.p1;MSTRG.19938.1.p1
MSTRG.19939	1	FAM200-GTF2IRD2-like	PF27046.1	2.7e-29	FAM200/GTF2IRD2 RNase-like helical	FAM200-GTF2IRD2-like	PF27046.1	FAM200/GTF2IRD2 RNase-like helical	MSTRG.19939.1.p2
MSTRG.19942	1	AIG1	PF04548.23	1.6e-42	AIG1 family	AIG1	PF04548.23	AIG1 family	MSTRG.19942.1.p1
MSTRG.19944	1	AIG1	PF04548.23	8e-48	AIG1 family	AIG1	PF04548.23	AIG1 family	MSTRG.19944.1.p1
MSTRG.19945	2	ZSWIM1-3_RNaseH-like	PF21056.4	1.3e-25	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain	ZSWIM1-3_RNaseH-like;MULE	PF21056.4;PF10551.16	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain;MULE transposase domain	MSTRG.19945.1.p1
MSTRG.19949	2	AA_permease_2	PF13520.13	1.1e-32	Amino acid permease	AA_permease_2;AA_permease	PF13520.13;PF00324.28	Amino acid permease	MSTRG.19949.1.p1
MSTRG.1995	2	Phos_pyr_kin	PF08543.18	1.5e-19	Phosphomethylpyrimidine kinase	Phos_pyr_kin;PfkB	PF08543.18;PF00294.30	Phosphomethylpyrimidine kinase;pfkB family carbohydrate kinase	MSTRG.1995.1.p1
MSTRG.19950	2	AA_permease_2	PF13520.13	9.7e-30	Amino acid permease	AA_permease_2;AA_permease	PF13520.13;PF00324.28	Amino acid permease	MSTRG.19950.1.p1
MSTRG.19954	4	NBCH_WD40	PF20426.5	5.8e-39	Neurobeachin beta propeller domain	NBCH_WD40;WD40_Prp19;Beta-prop_WDR5;Beta-prop_WDR3_1st	PF20426.5;PF24814.2;PF25175.2;PF25173.2	Neurobeachin beta propeller domain;Prp19 WD40 domain;WDR5 beta-propeller domain;WDR3 first beta-propeller domain	MSTRG.19954.1.p1
MSTRG.19955	1	Beach	PF02138.24	2.5e-112	Beige/BEACH domain	Beach	PF02138.24	Beige/BEACH domain	MSTRG.19955.1.p1
MSTRG.1996	2	adh_short_C2	PF13561.13	9.6e-34	Enoyl-(Acyl carrier protein) reductase	adh_short_C2;adh_short	PF13561.13;PF00106.32	Enoyl-(Acyl carrier protein) reductase;short chain dehydrogenase	MSTRG.1996.1.p1
MSTRG.19961	1	RasGAP	PF00616.25	2.4e-24	GTPase-activator protein for Ras-like GTPase	RasGAP	PF00616.25	GTPase-activator protein for Ras-like GTPase	MSTRG.19961.1.p1
MSTRG.19962	30	Beta-prop_WDR5	PF25175.2	5.5e-44	WDR5 beta-propeller domain	Beta-prop_WDR5;Beta-prop_WDR3_1st;Beta-prop_IFT122_1st;WD40_Prp19;WD40_CDC20-Fz;Beta-prop_THOC3;WD40_WDHD1_1st;ATG16;Beta-prop_WDR36-Utp21_2nd;Beta-prop_WDR3_2nd;Beta-prop_EML_2;Beta-prop_TEP1_2nd;WD40_Gbeta;Beta-prop_WDR36-Utp21_1st;WDR55;WD40_MABP1-WDR62_2nd;WD40;EIF3I;WDR90_beta-prop_4th;Beta-prop_EIPR1	PF25175.2;PF25173.2;PF23381.2;PF24814.2;PF24807.2;PF25174.2;PF24817.2;PF08614.17;PF25168.2;PF25172.2;PF23414.2;PF25047.1;PF25391.2;PF25171.2;PF24796.2;PF24782.3;PF00400.39;PF24805.2;PF23342.2;PF23609.2	WDR5 beta-propeller domain;WDR3 first beta-propeller domain;IFT122 first beta-propeller;Prp19 WD40 domain;CDC20/Fizzy WD40 domain;THOC3 beta-propeller domain;WDHD1 first WD40 domain;Autophagy protein 16 (ATG16);WDR36/Utp21 second beta-propeller domain;WDR3 second beta-propeller domain;Echinoderm microtubule-associated protein second beta-propeller;TEP-1 second beta-propeller;G protein beta WD-40 repeat protein;WDR36/Utp21 first beta-propeller;WDR55;MABP1/WDR62 second WD40 domain;WD domain, G-beta repeat;EIF3I;WDR90, 4th beta-propeller;EIPR1 beta-propeller	MSTRG.19962.1.p1
MSTRG.19963	2	Kunitz_BPTI	PF00014.29	5.1e-18	Kunitz/Bovine pancreatic trypsin inhibitor domain	Kunitz_BPTI	PF00014.29	Kunitz/Bovine pancreatic trypsin inhibitor domain	MSTRG.19963.1.p1
MSTRG.19964	5	Alpha_L_fucos	PF01120.24	3e-121	Alpha-L-fucosidase	Alpha_L_fucos;Fucosidase_C	PF01120.24;PF16757.12	Alpha-L-fucosidase;Alpha-L-fucosidase C-terminal domain	MSTRG.19964.1.p1;MSTRG.19964.2.p2;MSTRG.19964.2.p1
MSTRG.19967	1	FRG1	PF06229.19	1.3e-46	FRG1-like domain	FRG1	PF06229.19	FRG1-like domain	MSTRG.19967.1.p1
MSTRG.19968	4	NARG2_C	PF10505.15	8.3e-44	NMDA receptor-regulated gene protein 2 C-terminus	NARG2_C	PF10505.15	NMDA receptor-regulated gene protein 2 C-terminus	MSTRG.19968.4.p1;MSTRG.19968.1.p1;MSTRG.19968.2.p1;MSTRG.19968.3.p1
MSTRG.19969	12	Ank_2	PF12796.14	6.8e-17	Ankyrin repeats (3 copies)	Ank_2;Ank;SOCS_box;Ank_5;Ank_4;Ank_3	PF12796.14;PF00023.37;PF07525.22;PF13857.13;PF13637.13;PF13606.13	Ankyrin repeats (3 copies);Ankyrin repeat;SOCS box;Ankyrin repeats (many copies)	MSTRG.19969.1.p1
MSTRG.19970	3	Mito_carr	PF00153.33	6.2e-24	Mitochondrial carrier protein	Mito_carr	PF00153.33	Mitochondrial carrier protein	MSTRG.19970.1.p1
MSTRG.19974	4	MA3	PF02847.24	2.8e-24	MA3 domain	MA3;MIF4G	PF02847.24;PF02854.26	MA3 domain;MIF4G domain	MSTRG.19974.2.p1;MSTRG.19974.3.p1;MSTRG.19974.1.p1
MSTRG.19975	2	UQ_con	PF00179.32	2.9e-49	Ubiquitin-conjugating enzyme	UQ_con	PF00179.32	Ubiquitin-conjugating enzyme	MSTRG.19975.2.p1;MSTRG.19975.1.p1
MSTRG.1998	1	KCNQ_channel	PF03520.20	1.1e-28	KCNQ voltage-gated potassium channel	KCNQ_channel	PF03520.20	KCNQ voltage-gated potassium channel	MSTRG.1998.1.p1
MSTRG.19992	4	AI-2E_transport	PF01594.23	8.5e-18	AI-2E family transporter	AI-2E_transport	PF01594.23	AI-2E family transporter	MSTRG.19992.1.p1;MSTRG.19992.2.p1;MSTRG.19992.3.p1;MSTRG.19992.4.p1
MSTRG.19995	1	Sulfotransfer_3	PF13469.13	1.1e-08	Sulfotransferase family	Sulfotransfer_3	PF13469.13	Sulfotransferase family	MSTRG.19995.1.p1
MSTRG.200	4	Pkinase	PF00069.32	3.9e-32	Protein kinase domain	Pkinase;PK_Tyr_Ser-Thr;tRNA-synt_His;HGTP_anticodon2	PF00069.32;PF07714.24;PF13393.12;PF12745.13	Protein kinase domain;Protein tyrosine and serine/threonine kinase;Histidyl-tRNA synthetase;Anticodon binding domain of tRNAs	MSTRG.200.1.p1
MSTRG.20001	2	FYVE	PF01363.28	5.3e-10	FYVE zinc finger	FYVE	PF01363.28	FYVE zinc finger	MSTRG.20001.1.p1;MSTRG.20001.2.p1
MSTRG.20006	16	SARA_C	PF11979.14	4.7e-162	Smad anchor for receptor activation-like, C-terminal	SARA_C;SARA	PF11979.14;PF11409.14	Smad anchor for receptor activation-like, C-terminal;Smad anchor for receptor activation (SARA)	MSTRG.20006.4.p1;MSTRG.20006.8.p1;MSTRG.20006.9.p1;MSTRG.20006.1.p1;MSTRG.20006.2.p1;MSTRG.20006.3.p1;MSTRG.20006.5.p1;MSTRG.20006.6.p1;MSTRG.20006.7.p1
MSTRG.20007	9	RrnaAD	PF00398.27	9.5e-65	Ribosomal RNA adenine dimethylase	RrnaAD;Methyltransf_25;Methyltransf_11	PF00398.27;PF13649.13;PF08241.19	Ribosomal RNA adenine dimethylase;Methyltransferase domain	MSTRG.20007.1.p1;MSTRG.20007.2.p1;MSTRG.20007.3.p1
MSTRG.20016	1	7tm_1	PF00001.27	1.8e-21	7 transmembrane receptor (rhodopsin family)	7tm_1	PF00001.27	7 transmembrane receptor (rhodopsin family)	MSTRG.20016.1.p1
MSTRG.20028	1	Branch	PF02485.28	1.3e-40	Core-2/I-Branching enzyme	Branch	PF02485.28	Core-2/I-Branching enzyme	MSTRG.20028.1.p1
MSTRG.20029	2	Cadherin	PF00028.24	5.3e-10	Cadherin domain	Cadherin;Cadherin_2	PF00028.24;PF08266.19	Cadherin domain;Cadherin-like	MSTRG.20029.1.p1
MSTRG.20031	2	ABC_tran	PF00005.34	1.2e-09	ABC transporter	ABC_tran;ABC_membrane	PF00005.34;PF00664.29	ABC transporter;ABC transporter transmembrane region	MSTRG.20031.1.p1
MSTRG.20032	2	Enolase_C	PF00113.29	1.7e-107	Enolase, C-terminal TIM barrel domain	Enolase_C;Enolase_N	PF00113.29;PF03952.22	Enolase, C-terminal TIM barrel domain;Enolase, N-terminal domain	MSTRG.20032.1.p1
MSTRG.20034	2	Peptidase_C14	PF00656.28	9.9e-44	Caspase domain	Peptidase_C14	PF00656.28	Caspase domain	MSTRG.20034.2.p1;MSTRG.20034.1.p1
MSTRG.20036	5	RNA_pol_Rpb1_1	PF04997.18	7.5e-92	RNA polymerase Rpb1, domain 1	RNA_pol_Rpb1_1;RNA_pol_Rpb1_5;RNA_pol_Rpb1_2;RNA_pol_Rpb1_3;RNA_pol_Rpb1_4	PF04997.18;PF04998.23;PF00623.26;PF04983.24;PF05000.23	RNA polymerase Rpb1, domain 1;RNA polymerase Rpb1, domain 5;RNA polymerase Rpb1, domain 2;RNA polymerase Rpb1, domain 3;RNA polymerase Rpb1, domain 4	MSTRG.20036.1.p1
MSTRG.20042	10	UBA_ARI1	PF21235.5	8.3e-21	E3 ubiquitin-protein ligase ARIH1, UBA-like domain	UBA_ARI1;IBR;IBR_1;IBR_2;Ariadne	PF21235.5;PF01485.28;PF22191.3;PF22605.3;PF19422.5	E3 ubiquitin-protein ligase ARIH1, UBA-like domain;IBR domain, a half RING-finger domain;IBR domain;Ariadne domain	MSTRG.20042.1.p1;MSTRG.20042.2.p1
MSTRG.20043	2	HTH_Tnp_4	PF13613.13	2.9e-15	Helix-turn-helix of DDE superfamily endonuclease	HTH_Tnp_4;DDE_Tnp_4	PF13613.13;PF13359.13	Helix-turn-helix of DDE superfamily endonuclease;DDE superfamily endonuclease	MSTRG.20043.1.p1
MSTRG.20044	2	HTH_Tnp_4	PF13613.13	2.9e-15	Helix-turn-helix of DDE superfamily endonuclease	HTH_Tnp_4;DDE_Tnp_4	PF13613.13;PF13359.13	Helix-turn-helix of DDE superfamily endonuclease;DDE superfamily endonuclease	MSTRG.20044.1.p1
MSTRG.20045	4	VWA	PF00092.35	1.1e-36	von Willebrand factor type A domain	VWA;VWA_2	PF00092.35;PF13519.13	von Willebrand factor type A domain	MSTRG.20045.1.p1;MSTRG.20045.2.p1
MSTRG.20049	18	VWA	PF00092.35	8.1e-13	von Willebrand factor type A domain	VWA;VWA_2	PF00092.35;PF13519.13	von Willebrand factor type A domain	MSTRG.20049.5.p1;MSTRG.20049.7.p1;MSTRG.20049.1.p2;MSTRG.20049.3.p2;MSTRG.20049.6.p1;MSTRG.20049.2.p1;MSTRG.20049.4.p1;MSTRG.20049.1.p1;MSTRG.20049.3.p1
MSTRG.20051	1	Sulfotransfer_1	PF00685.34	2.5e-17	Sulfotransferase domain	Sulfotransfer_1	PF00685.34	Sulfotransferase domain	MSTRG.20051.1.p1
MSTRG.20052	1	Sulfotransfer_1	PF00685.34	2.5e-13	Sulfotransferase domain	Sulfotransfer_1	PF00685.34	Sulfotransferase domain	MSTRG.20052.1.p1
MSTRG.20055	2	Sulfotransfer_1	PF00685.34	1.8e-30	Sulfotransferase domain	Sulfotransfer_1	PF00685.34	Sulfotransferase domain	MSTRG.20055.2.p1;MSTRG.20055.1.p1
MSTRG.20058	1	dsrm	PF00035.33	5.4e-13	Double-stranded RNA binding motif	dsrm	PF00035.33	Double-stranded RNA binding motif	MSTRG.20058.1.p1
MSTRG.20064	1	Ion_trans	PF00520.38	3.6e-07	Ion transport protein	Ion_trans	PF00520.38	Ion transport protein	MSTRG.20064.1.p2
MSTRG.20065	1	YVC1_C	PF23317.2	1.2e-07	Calcium channel YVC1-like, C-terminal	YVC1_C	PF23317.2	Calcium channel YVC1-like, C-terminal	MSTRG.20065.1.p1
MSTRG.20066	2	DUF7042	PF23069.2	5e-06	Domain of unknown function (DUF7042)	DUF7042;DUF7043	PF23069.2;PF23070.2	Domain of unknown function (DUF7042);Domain of unknown function (DUF7043)	MSTRG.20066.1.p1
MSTRG.20072	28	Beta-prop_WDR5	PF25175.2	2.7e-19	WDR5 beta-propeller domain	Beta-prop_WDR5;Beta-prop_WDR3_1st;WD40_Prp19;Beta-prop_THOC3;WD40_CDC20-Fz;Beta-prop_TEP1_2nd;Beta-prop_IFT122_1st;WD40_Gbeta;WDR55;WD40;Beta-prop_CAF1B_HIR1;WD40_WDHD1_1st;Beta-prop_EIPR1	PF25175.2;PF25173.2;PF24814.2;PF25174.2;PF24807.2;PF25047.1;PF23381.2;PF25391.2;PF24796.2;PF00400.39;PF24105.2;PF24817.2;PF23609.2	WDR5 beta-propeller domain;WDR3 first beta-propeller domain;Prp19 WD40 domain;THOC3 beta-propeller domain;CDC20/Fizzy WD40 domain;TEP-1 second beta-propeller;IFT122 first beta-propeller;G protein beta WD-40 repeat protein;WDR55;WD domain, G-beta repeat;CAF1B/HIR1 beta-propeller domain;WDHD1 first WD40 domain;EIPR1 beta-propeller	MSTRG.20072.1.p1;MSTRG.20072.2.p1
MSTRG.20074	20	Beta-prop_WDR3_1st	PF25173.2	3.5e-25	WDR3 first beta-propeller domain	Beta-prop_WDR3_1st;Beta-prop_WDR5;WD40_Prp19;Beta-prop_IFT122_1st;WD40_Gbeta;WD40_WDHD1_1st;Beta-prop_WDR3_2nd;Beta-prop_THOC3;WDR55;Beta-prop_WDR36-Utp21_2nd;Beta-prop_EML;Beta-prop_WDR36-Utp21_1st;WD40;WD40_CDC20-Fz;EIF3I;Beta-prop_TEP1_2nd;WD40_MABP1-WDR62_2nd	PF25173.2;PF25175.2;PF24814.2;PF23381.2;PF25391.2;PF24817.2;PF25172.2;PF25174.2;PF24796.2;PF25168.2;PF23409.2;PF25171.2;PF00400.39;PF24807.2;PF24805.2;PF25047.1;PF24782.3	WDR3 first beta-propeller domain;WDR5 beta-propeller domain;Prp19 WD40 domain;IFT122 first beta-propeller;G protein beta WD-40 repeat protein;WDHD1 first WD40 domain;WDR3 second beta-propeller domain;THOC3 beta-propeller domain;WDR55;WDR36/Utp21 second beta-propeller domain;Echinoderm microtubule-associated protein first beta-propeller;WDR36/Utp21 first beta-propeller;WD domain, G-beta repeat;CDC20/Fizzy WD40 domain;EIF3I;TEP-1 second beta-propeller;MABP1/WDR62 second WD40 domain	MSTRG.20074.1.p1
MSTRG.20075	2	NOT2_3_5_C	PF04153.25	3.8e-36	NOT2/NOT3/NOT5 C-terminal	NOT2_3_5_C	PF04153.25	NOT2/NOT3/NOT5 C-terminal	MSTRG.20075.1.p1;MSTRG.20075.2.p1
MSTRG.20076	2	DnaJ	PF00226.37	2.1e-16	DnaJ domain	DnaJ	PF00226.37	DnaJ domain	MSTRG.20076.2.p1;MSTRG.20076.1.p1
MSTRG.20078	2	Adap_comp_sub	PF00928.27	1.6e-10	Adaptor complexes medium subunit family	Adap_comp_sub;Clat_adaptor_s	PF00928.27;PF01217.27	Adaptor complexes medium subunit family;Clathrin adaptor complex small chain	MSTRG.20078.1.p1
MSTRG.2008	1	Tetraspanin	PF00335.27	1.4e-53	Tetraspanin family	Tetraspanin	PF00335.27	Tetraspanin family	MSTRG.2008.1.p1
MSTRG.20080	4	Apolipoprotein	PF01442.24	5.2e-10	Apolipoprotein A1/A4/E domain	Apolipoprotein	PF01442.24	Apolipoprotein A1/A4/E domain	MSTRG.20080.2.p1;MSTRG.20080.3.p1
MSTRG.20081	16	SH2	PF00017.31	2.2e-16	SH2 domain	SH2;SH3_1;Apolipoprotein;SH3_9;SH3_2	PF00017.31;PF00018.35;PF01442.24;PF14604.13;PF07653.24	SH2 domain;SH3 domain;Apolipoprotein A1/A4/E domain;Variant SH3 domain	MSTRG.20081.1.p2;MSTRG.20081.3.p1;MSTRG.20081.4.p2;MSTRG.20081.1.p1;MSTRG.20081.4.p1
MSTRG.20082	12	SH3_1	PF00018.35	4.2e-10	SH3 domain	SH3_1;C1_1;SH3_2	PF00018.35;PF00130.29;PF07653.24	SH3 domain;Phorbol esters/diacylglycerol binding domain (C1 domain);Variant SH3 domain	MSTRG.20082.1.p1;MSTRG.20082.3.p1;MSTRG.20082.4.p1;MSTRG.20082.2.p1
MSTRG.20084	1	RhoGEF	PF00621.26	3.4e-39	RhoGEF domain	RhoGEF	PF00621.26	RhoGEF domain	MSTRG.20084.1.p1
MSTRG.20085	1	Ephrin_rec_like	PF07699.20	4.2e-08	Tyrosine-protein kinase ephrin type A/B receptor-like	Ephrin_rec_like	PF07699.20	Tyrosine-protein kinase ephrin type A/B receptor-like	MSTRG.20085.1.p1
MSTRG.20087	1	MRP-S34	PF16053.11	7.8e-30	Mitochondrial 28S ribosomal protein S34	MRP-S34	PF16053.11	Mitochondrial 28S ribosomal protein S34	MSTRG.20087.1.p1
MSTRG.20088	2	Trypsin	PF00089.33	1.4e-48	Trypsin	Trypsin	PF00089.33	Trypsin	MSTRG.20088.2.p1;MSTRG.20088.1.p1
MSTRG.20096	2	7TM_GPCR_Srsx	PF10320.16	4.9e-06	Serpentine type 7TM GPCR chemoreceptor Srsx	7TM_GPCR_Srsx;7tm_1	PF10320.16;PF00001.27	Serpentine type 7TM GPCR chemoreceptor Srsx;7 transmembrane receptor (rhodopsin family)	MSTRG.20096.1.p2
MSTRG.20097	2	AMP-binding	PF00501.35	2.2e-55	AMP-binding enzyme	AMP-binding;AMP-binding_C	PF00501.35;PF13193.13	AMP-binding enzyme;AMP-binding enzyme C-terminal domain	MSTRG.20097.1.p1
MSTRG.2010	4	BMT5-like	PF10354.16	9.4e-41	rRNA (uridine-N3-)-methyltransferase BTM5-like	BMT5-like;FDX-ACB	PF10354.16;PF03147.20	rRNA (uridine-N3-)-methyltransferase BTM5-like;Ferredoxin-fold anticodon binding domain	MSTRG.2010.1.p1;MSTRG.2010.2.p1
MSTRG.20106	1	Patatin	PF01734.28	1.8e-25	Patatin-like phospholipase	Patatin	PF01734.28	Patatin-like phospholipase	MSTRG.20106.1.p1
MSTRG.20108	2	Myosin_head	PF00063.28	4.8e-58	Myosin head (motor domain)	Myosin_head;SH3_Myosin-XVIIIa	PF00063.28;PF24556.2	Myosin head (motor domain);Unconventional myosin-XVIIIa SH3 domain	MSTRG.20108.1.p1
MSTRG.20109	4	PDZ	PF00595.30	2.5e-11	PDZ domain	PDZ;PDZ_6	PF00595.30;PF17820.8	PDZ domain	MSTRG.20109.2.p1;MSTRG.20109.1.p1
MSTRG.20111	4	FMO-like	PF00743.26	1.2e-24	Flavin-binding monooxygenase-like	FMO-like;NAD_binding_8	PF00743.26;PF13450.13	Flavin-binding monooxygenase-like;NAD(P)-binding Rossmann-like domain	MSTRG.20111.1.p1;MSTRG.20111.3.p1
MSTRG.20112	2	FMO-like	PF00743.26	5.4e-14	Flavin-binding monooxygenase-like	FMO-like	PF00743.26	Flavin-binding monooxygenase-like	MSTRG.20112.1.p1
MSTRG.20115	22	Beta-prop_WDR5	PF25175.2	3.3e-19	WDR5 beta-propeller domain	Beta-prop_WDR5;Beta-prop_WDR3_1st;Beta-prop_THOC3;Beta-prop_WDR36-Utp21_2nd;WD40_CDC20-Fz;Beta-prop_IFT122_1st;WD40_Gbeta;Beta-prop_WDR3_2nd;WD40;Beta-prop_TEP1_2nd;Beta-prop_WDR36-Utp21_1st	PF25175.2;PF25173.2;PF25174.2;PF25168.2;PF24807.2;PF23381.2;PF25391.2;PF25172.2;PF00400.39;PF25047.1;PF25171.2	WDR5 beta-propeller domain;WDR3 first beta-propeller domain;THOC3 beta-propeller domain;WDR36/Utp21 second beta-propeller domain;CDC20/Fizzy WD40 domain;IFT122 first beta-propeller;G protein beta WD-40 repeat protein;WDR3 second beta-propeller domain;WD domain, G-beta repeat;TEP-1 second beta-propeller;WDR36/Utp21 first beta-propeller	MSTRG.20115.1.p1;MSTRG.20115.2.p1
MSTRG.20116	2	CK_II_beta	PF01214.24	1.1e-77	Casein kinase II regulatory subunit	CK_II_beta	PF01214.24	Casein kinase II regulatory subunit	MSTRG.20116.1.p1;MSTRG.20116.2.p1
MSTRG.20118	1	Myosin_head	PF00063.28	3.1e-39	Myosin head (motor domain)	Myosin_head	PF00063.28	Myosin head (motor domain)	MSTRG.20118.1.p1
MSTRG.20119	1	Myosin_head	PF00063.28	1.1e-90	Myosin head (motor domain)	Myosin_head	PF00063.28	Myosin head (motor domain)	MSTRG.20119.1.p1
MSTRG.2012	2	Beta-prop_HPS5	PF23756.2	1.2e-102	HPS5 beta-propeller	Beta-prop_HPS5;TPR_HPS5	PF23756.2;PF23758.2	HPS5 beta-propeller;HPS5 TPR domain	MSTRG.2012.1.p1
MSTRG.20120	1	Myosin_head	PF00063.28	7.2e-65	Myosin head (motor domain)	Myosin_head	PF00063.28	Myosin head (motor domain)	MSTRG.20120.1.p1
MSTRG.20122	1	DUF5524	PF17662.7	2.1e-19	Family of unknown function (DUF5524)	DUF5524	PF17662.7	Family of unknown function (DUF5524)	MSTRG.20122.1.p1
MSTRG.20127	4	BRICHOS	PF04089.20	3.7e-09	BRICHOS domain	BRICHOS	PF04089.20	BRICHOS domain	MSTRG.20127.1.p1;MSTRG.20127.2.p1;MSTRG.20127.3.p1;MSTRG.20127.4.p1
MSTRG.20130	1	Lipase	PF00151.26	2.3e-17	Lipase	Lipase	PF00151.26	Lipase	MSTRG.20130.1.p1
MSTRG.20134	2	SH2	PF00017.31	2.7e-14	SH2 domain	SH2;RasGEF	PF00017.31;PF00617.25	SH2 domain;RasGEF domain	MSTRG.20134.1.p1
